start,end,speaker,text,overlap_ratio,emotion,emotion_score
915.08,920.76,SPEAKER_00,"Yeah, you used the LinkedIn account to find jobs.",0.403,hap,0.6524
920.76,924.92,SPEAKER_01,And you connect the payment to your account.,0.0,neu,0.9999
924.92,931.92,SPEAKER_01,"And if I get a job and get paid from the companies, I will try to get our remote jobs.",0.029,neu,1.0
931.92,937.92,SPEAKER_00,"He's going to connect the payment to my actual bank account, which doesn't make sense at all",0.0,ang,1.0
937.92,939.28,SPEAKER_00,to me in any way.,0.0,ang,1.0
939.28,940.28,SPEAKER_00,What's the whatever?,0.0,ang,1.0
940.28,942.88,SPEAKER_00,Everything that he's doing here is so obscure.,0.0,ang,1.0
942.88,946.48,SPEAKER_00,"When you're trying to scam someone, you usually lie to the person you're scamming, but",0.0,ang,1.0
946.48,948.92,SPEAKER_00,this guy is pretty upfront with most things.,0.053,ang,1.0
948.92,954.96,SPEAKER_01,"The developer salary in the United States is about $2,000 a month.",0.0,neu,1.0
954.96,956.96,SPEAKER_01,Is that right?,0.0,neu,1.0
956.96,957.96,SPEAKER_01,Yeah.,0.0,neu,0.9799
957.96,958.96,SPEAKER_01,Wow.,0.38,hap,1.0
958.96,959.96,SPEAKER_01,Wow.,0.0,hap,1.0
959.96,960.96,SPEAKER_01,You know that.,0.02,neu,1.0
960.96,961.96,SPEAKER_01,Wow.,0.41,neu,1.0
961.96,968.32,SPEAKER_01,And then you might pay for tax and do I have to pay my taxes?,0.25,neu,1.0
968.32,974.0,SPEAKER_01,"If you get the job, actually, I will get the job and due to the law, you should follow",0.0,neu,1.0
974.0,975.0,SPEAKER_01,the law.,0.0,neu,1.0
975.0,978.88,SPEAKER_00,"If you have any work on the law, what we doing is that is that you're going to have",0.495,neu,1.0
978.88,980.88,SPEAKER_00,"this level, a legal?",0.0,neu,1.0
980.88,982.88,SPEAKER_00,Like is this loud?,0.0,hap,1.0
982.88,983.88,UNKNOWN,Yeah.,0.0,hap,1.0
983.88,987.2,SPEAKER_01,We can solve that problem as well.,0.0,neu,1.0
987.2,989.4,SPEAKER_00,"No, that's just a yes or no question.",0.536,neu,1.0
989.4,995.36,SPEAKER_00,Is what we doing and doing is all this work and thing and sign it up for LinkedIn?,0.0,neu,1.0
995.36,997.36,SPEAKER_01,Is this illegal?,0.365,neu,0.9955
997.36,999.12,SPEAKER_01,I imagine this.,0.119,neu,1.0
999.12,1000.6,SPEAKER_00,It's just a yes or no question.,0.0,neu,1.0
1000.6,1001.6,SPEAKER_00,That's what I'm asking.,0.0,neu,1.0
1001.6,1003.8,SPEAKER_00,I'm not asking for some big roundabout story.,0.0,neu,1.0
1003.8,1004.8,SPEAKER_00,Is this illegal?,0.0,neu,1.0
1004.8,1008.8,SPEAKER_01,What we're doing?,0.103,neu,1.0
1008.8,1013.0,SPEAKER_01,"I'm trying to find it, but okay, that's not with me.",0.412,neu,1.0
1013.0,1014.0,SPEAKER_00,It's okay.,0.0,neu,1.0
1014.0,1018.76,SPEAKER_01,"I just wanted to know if you are trying on freelancing platforms, there is nothing",0.063,neu,1.0
1018.76,1021.08,SPEAKER_01,or nothing to worry about.,0.047,neu,1.0
1021.08,1026.56,SPEAKER_01,"And if you are trying for jobs, it's kind of illegal.",0.109,neu,1.0
1026.56,1032.4,SPEAKER_00,"But if his point is to just get a job, everything that he's doing is so convoluted and just",0.0,ang,1.0
1032.4,1038.24,SPEAKER_00,"trying to hide from someone else, which is starting to make me think, is this person",0.0,ang,0.7751
1038.24,1041.36,SPEAKER_00,trying to hide from the government somehow?,0.0,neu,1.0
1041.36,1043.4,SPEAKER_00,But I don't want to just go conspiracy theorists.,0.0,neu,0.8865
1043.4,1044.4,SPEAKER_00,I need to learn more.,0.0,neu,1.0
1044.4,1048.32,SPEAKER_00,So I continue playing along with the scam and just talk to my good old dear friend that,0.0,ang,1.0
1048.32,1050.32,SPEAKER_00,has heard almost everything from me.,0.045,neu,0.9988
1050.32,1052.08,SPEAKER_01,Can you create a Gmail now?,0.057,neu,1.0
1052.08,1053.08,SPEAKER_01,Can I touch my computer?,1.0,neu,1.0
1053.08,1054.84,SPEAKER_01,"Okay, just a second.",0.04,neu,1.0
1054.84,1057.12,SPEAKER_01,I will open Chrome.,0.0,neu,1.0
1057.12,1063.36,SPEAKER_01,"You can create a Gmail now for LinkedIn account, personal news.",0.09,neu,1.0
1063.36,1065.36,SPEAKER_01,Personal news.,0.0,neu,1.0
1065.36,1066.36,SPEAKER_01,Personal news.,0.39,neu,1.0
1067.36,1071.96,SPEAKER_00,"All right, September 11, 2001.",0.0,neu,1.0
1071.96,1072.96,SPEAKER_01,I like it.,0.24,hap,1.0
1072.96,1073.96,SPEAKER_01,I like it.,0.38,neu,1.0
1073.96,1074.96,SPEAKER_01,"No, no, no, no.",0.03,hap,0.9998
1074.96,1078.44,SPEAKER_01,"No, I think we need owner Brad 631.",0.667,hap,1.0
1078.44,1080.2,SPEAKER_00,That one's pretty good.,0.0,neu,1.0
1080.2,1081.68,SPEAKER_00,"All right, password.",0.0,neu,1.0
1081.68,1083.68,SPEAKER_00,Boner Brad 631.,0.0,neu,1.0
1083.68,1084.68,SPEAKER_00,You should add a one.,0.31,neu,1.0
1084.68,1085.68,SPEAKER_01,I don't want to.,0.28,neu,1.0
1085.68,1086.68,SPEAKER_01,There we go.,1.0,hap,1.0
1086.68,1090.68,SPEAKER_00,"No, we don't need to save it.",0.4,neu,1.0
1090.68,1091.68,SPEAKER_01,I memorized it.,0.44,neu,1.0
1091.68,1100.0,SPEAKER_01,"If it just input your phone number, I need to pick the right country.",0.248,hap,0.8578
1100.0,1103.48,SPEAKER_00,They don't got Japan on here for you to put your number in.,0.04,neu,1.0
1103.48,1106.4,SPEAKER_01,"No, no, no, no, your country.",0.0,neu,1.0
1106.4,1112.12,SPEAKER_01,You will create it with your phone number and then you need to choose your country.,0.045,neu,1.0
1112.12,1118.2,SPEAKER_01,"If you input your phone number, it automatically says the country.",0.025,ang,0.676
1118.2,1119.2,SPEAKER_00,Does it?,0.09,neu,1.0
1119.2,1120.2,SPEAKER_00,Okay.,0.0,hap,1.0
1120.2,1121.2,SPEAKER_00,And then what?,0.0,neu,1.0
1121.2,1123.72,SPEAKER_01,"No, no, your phone number.",0.123,neu,0.9665
1123.72,1126.12,SPEAKER_01,Please input your phone number.,0.017,hap,0.7915
1126.12,1128.12,SPEAKER_00,Japan phone number.,0.185,neu,1.0
1128.12,1130.92,SPEAKER_01,"I know, no, no, your phone number.",0.175,hap,1.0
1130.92,1132.28,SPEAKER_00,"Oh, okay, I got you.",0.0,hap,1.0
1132.28,1133.28,SPEAKER_00,I got you.,0.26,neu,1.0
1133.28,1134.28,SPEAKER_01,"Yeah, your phone number.",0.0,neu,1.0
1134.28,1135.28,SPEAKER_01,Your phone number.,0.47,hap,0.9211
1135.28,1136.28,SPEAKER_00,I know.,0.0,hap,1.0
1136.28,1137.28,SPEAKER_00,Number.,0.0,neu,1.0
1137.28,1138.28,SPEAKER_00,I spelled it wrong.,0.0,hap,1.0
1138.28,1139.28,SPEAKER_01,That's why.,0.34,neu,1.0
1139.28,1141.28,SPEAKER_01,"Hi, hello, Brad.",0.0,ang,1.0
1141.28,1142.28,SPEAKER_01,Brad.,0.0,neu,0.9995
1142.28,1148.76,SPEAKER_01,I'm not telling you to input your phone number.,0.0,neu,1.0
1148.76,1151.96,SPEAKER_01,Just your real phone number.,0.0,neu,1.0
1151.96,1152.96,SPEAKER_01,Real phone number.,0.11,neu,1.0
1152.96,1155.36,SPEAKER_00,"Okay, I'm going to be honest at this point, I completely fucked up.",0.0,ang,1.0
1155.36,1157.92,SPEAKER_00,I do not have a phone number to make any account.,0.0,ang,1.0
1157.92,1159.52,SPEAKER_00,So you want me to put in the phone number?,0.081,neu,1.0
1159.52,1161.68,SPEAKER_01,"Yeah, your real phone number.",0.042,hap,1.0
1161.68,1165.6,SPEAKER_00,"Oh, that's why it wasn't working because I was putting it.",0.0,hap,1.0
1165.6,1167.32,SPEAKER_00,I was just putting in random numbers.,0.25,neu,1.0
1167.32,1170.72,SPEAKER_00,"I was just going like this, you know, and then pressing enter.",0.468,neu,0.9998
1170.72,1171.72,SPEAKER_00,There we go.,0.67,neu,1.0
1171.72,1172.72,SPEAKER_00,What the?,0.06,neu,1.0
1172.72,1175.36,SPEAKER_00,What in the error code seven is this going on?,0.0,neu,1.0
1175.36,1178.04,SPEAKER_00,"Oh, mother, making me do the whole thing again.",0.0,neu,1.0
1178.04,1179.04,SPEAKER_00,You know what?,0.0,ang,1.0
1179.04,1180.2,SPEAKER_00,It's getting late at six o'clock.,0.0,neu,1.0
1180.2,1181.68,SPEAKER_00,I got to go make dinner soon.,0.0,neu,1.0
1181.68,1183.28,SPEAKER_00,Do you want me to invite you over after?,0.0,neu,1.0
1183.28,1192.6,SPEAKER_01,"Uh, okay, but I should know your name, your flame and birthday to create those accounts.",0.032,neu,1.0
1192.6,1196.28,SPEAKER_00,"Anyway, you can just put, you can just put in random numbers.",0.451,neu,1.0
1196.28,1199.52,SPEAKER_00,"I mean, we're just on our first call, you know, our first date.",0.031,neu,1.0
1199.52,1200.72,SPEAKER_01,"Uh, okay, okay, okay.",0.108,neu,1.0
1200.72,1204.64,SPEAKER_00,"You know, like I think, I think we get to know each other a little bit more before,",0.074,neu,1.0
1204.64,1208.68,SPEAKER_00,"you know, like I, you know, when you go on a date with someone, you don't give them the",0.0,neu,1.0
1208.68,1213.56,SPEAKER_00,"keys to your house the first time and you and I, we got to spend some time together,",0.193,neu,1.0
1213.56,1217.96,SPEAKER_01,"getting closer, understandable.",0.618,neu,1.0
1217.96,1218.96,SPEAKER_01,Yeah.,0.0,neu,1.0
1218.96,1219.96,SPEAKER_00,"You know, okay.",0.32,hap,1.0
1219.96,1224.16,SPEAKER_00,Do you admire a guy whose legs and weener doesn't work?,0.205,neu,1.0
1224.16,1225.16,SPEAKER_01,"Uh, sorry.",0.0,neu,1.0
1225.16,1228.2,SPEAKER_01,I think I didn't understand you.,0.0,neu,1.0
1228.2,1234.56,SPEAKER_00,"I said, do you admire a guy who six foot five stature in a wheelchair, weener non-functional?",0.016,neu,1.0
1234.56,1235.56,SPEAKER_00,Is that something you look for?,0.67,neu,1.0
1235.56,1238.48,SPEAKER_01,"Uh, yes, I'm, yes, I've got a desire to admire.",0.092,neu,1.0
1238.48,1239.48,SPEAKER_00,Wonderful.,0.4,neu,0.9999
1239.48,1240.48,SPEAKER_00,"Well, okay.",0.24,neu,1.0
1240.48,1241.48,SPEAKER_00,It's been an honor.,0.51,hap,1.0
1241.48,1242.48,SPEAKER_00,"Thank you, my new business partner.",0.07,neu,1.0
1242.48,1243.48,SPEAKER_01,"Uh, yeah.",0.0,hap,1.0
1243.48,1245.36,SPEAKER_01,Thank you as well.,0.0,hap,1.0
1245.36,1247.48,SPEAKER_01,"Uh, I really appreciate your help.",0.014,neu,1.0
1247.48,1248.48,SPEAKER_00,"Oh, not a problem.",0.0,neu,1.0
1248.48,1249.48,SPEAKER_00,I love you.,0.0,neu,1.0
1249.48,1251.48,SPEAKER_00,"Uh, I'm your chair.",0.0,hap,1.0
1251.48,1253.32,SPEAKER_00,"Oh, no, you hang out first.",0.0,neu,0.9748
1253.32,1254.32,SPEAKER_00,Okay.,0.09,hap,1.0
1254.32,1255.32,SPEAKER_00,Okay.,0.27,neu,0.9999
1255.32,1256.32,SPEAKER_00,Yeah.,0.07,neu,0.9549
1256.32,1257.32,SPEAKER_00,Bye-bye.,0.0,hap,1.0
1257.32,1258.32,SPEAKER_00,Holy f***.,0.0,ang,1.0
1258.32,1261.04,SPEAKER_00,"Now, since I didn't know what was going on, I really needed to take a step back.",0.0,ang,1.0
1261.04,1264.44,SPEAKER_00,I've never heard of someone trying to get a job under your name.,0.0,ang,1.0
1264.44,1266.48,SPEAKER_00,I've heard of something that's kind of the other way around.,0.0,ang,1.0
1266.48,1270.56,SPEAKER_00,"But what outsourcing is, is instead of doing your job, instead, you just hire someone",0.0,ang,1.0
1270.56,1274.24,SPEAKER_00,in a different country where their labor is cheaper and you get them to do your job,0.0,ang,1.0
1274.24,1275.24,SPEAKER_00,for you.,0.0,ang,1.0
1275.24,1278.96,SPEAKER_00,"So anyways, let's pretend we're all a corporation bootlicker and we love big corporate.",0.0,ang,1.0
1278.96,1282.76,SPEAKER_00,"Well, there's this business insider article talking about scamming the boss.",0.0,ang,1.0
1282.76,1286.2,SPEAKER_00,Some employees are outsourcing their jobs to other people.,0.0,ang,1.0
1286.2,1289.72,SPEAKER_00,"That's just called being a manager, but it's still scamming, apparently.",0.0,neu,0.9451
1289.72,1291.96,SPEAKER_00,But here's how the companies are spotting the fraudsters.,0.0,ang,1.0
1291.96,1293.96,SPEAKER_00,"Now, I don't really give a crap about any of that.",0.0,neu,1.0
1293.96,1297.6,SPEAKER_00,"The main thing I want to point out with outsourcing, which will help me explain what's going on",0.0,ang,0.9998
1297.6,1302.4,SPEAKER_00,"with Kassuke here, is that there are security risks when it comes to outsourcing your job.",0.0,ang,0.996
1302.4,1306.88,SPEAKER_00,Because the practice of outsourcing creates more opportunities for any bad actors to infiltrate,0.0,ang,1.0
1306.88,1308.92,SPEAKER_00,a company's proprietary systems.,0.0,ang,1.0
1308.92,1312.64,SPEAKER_00,"If you're making the code for a website, you can intentionally put in a back door so you",0.0,ang,1.0
1312.64,1315.76,SPEAKER_00,can attack the website or steal their company data.,0.0,ang,1.0
1315.76,1321.96,SPEAKER_00,"And since outsourcing has these sort of issues, there are cases where foreign entities,",0.0,neu,1.0
1321.96,1326.8,SPEAKER_00,"specifically North Korea, will have fake IT workers that try to infiltrate companies.",0.0,ang,1.0
1326.8,1330.6,SPEAKER_00,But no before needed a software engineer in our eternal ITAIT.,0.0,ang,1.0
1330.6,1334.44,SPEAKER_00,"We posted the job, received resumes, conducted interviews, performed background checks, verified",0.0,ang,1.0
1334.44,1336.24,SPEAKER_00,"references, and hired the person.",0.0,ang,1.0
1336.24,1337.52,SPEAKER_00,They did everything normal.,0.0,ang,1.0
1337.52,1341.6,SPEAKER_00,"They sent in their Mac workstation and the moment it was received, it immediately started",0.0,ang,1.0
1341.6,1342.76,SPEAKER_00,to load malware.,0.0,neu,0.891
1342.76,1346.4,SPEAKER_00,"But instead of hearing what some random company know before is talking about, why don't we",0.0,ang,1.0
1346.4,1351.96,SPEAKER_00,"just hear it directly from the F.K.N.F.B.I. themselves and in unclassified documents, talking",0.0,ang,1.0
1351.96,1356.16,SPEAKER_00,about the guidance on the Democratic People's Republic of Korea Information Technology,0.0,ang,1.0
1356.16,1359.08,SPEAKER_00,"Workers, aka North Korean IT Workers.",0.0,neu,1.0
1359.08,1362.76,SPEAKER_00,"The US Department of State, the US Department of the Treasury, and the Federal Bureau of",0.0,ang,1.0
1362.76,1367.24,SPEAKER_00,"Investigation, FBI, are issuing this advisory for the international community, the private",0.0,ang,1.0
1367.24,1371.8,SPEAKER_00,"sector, and the public to warn of attempts by Democratic People's Republic of Korea,",0.0,ang,1.0
1371.8,1376.92,SPEAKER_00,"DPRK aka North Korea, information technology, IT, the acronyms are up the f**king wazoo.",0.0,ang,1.0
1376.92,1381.96,SPEAKER_00,But North Korean IT workers to obtain employment while posing as non-North Korean nationals.,0.0,ang,1.0
1381.96,1386.56,SPEAKER_00,But the DPRK dispatches thousands of highly skilled IT workers around the world to generate,0.0,ang,1.0
1386.56,1390.72,SPEAKER_00,"revenue that contributes to its weapons of mass destruction and ballistic missile programs,",0.0,ang,1.0
1390.72,1393.24,SPEAKER_00,all in violation of US and US sanctions.,0.0,ang,1.0
1393.24,1397.64,SPEAKER_00,"These IT workers take advantage of existing demands for specific IT skills, such as software",0.0,ang,1.0
1397.64,1402.32,SPEAKER_00,"and mobile application development, to obtain freelance employment contracts from clients",0.0,ang,1.0
1402.32,1406.24,SPEAKER_00,"around the world, including in North America, Europe, and East Asia.",0.0,ang,1.0
1406.24,1410.0,SPEAKER_00,You know how Kusuke was talking to me about freelance websites?,0.016,neu,0.9982
1410.0,1416.84,SPEAKER_01,I think things are starting to click from me here.,0.352,neu,0.9975
1416.84,1420.76,SPEAKER_00,"Ladies and gentlemen, let me just say before I read this, I was completely against the",0.0,neu,1.0
1420.76,1423.36,SPEAKER_00,idea that I was talking to someone from North Korea.,0.0,ang,1.0
1423.36,1428.48,SPEAKER_00,But the workers may further obfuscate their identities and or location by subcontracting,0.0,ang,1.0
1428.48,1430.6,SPEAKER_00,work to non-North Koreans.,0.0,ang,1.0
1430.6,1432.04,SPEAKER_00,What is going on right now?,0.0,ang,1.0
1432.04,1436.68,SPEAKER_00,Me being offered a job where I do an interview for someone and I'm basically the face of,0.0,ang,1.0
1436.68,1438.32,SPEAKER_00,this dude as an employee.,0.0,neu,0.9971
1438.32,1441.48,SPEAKER_00,That matches exactly what the sentence is saying.,0.0,neu,1.0
1441.48,1444.84,SPEAKER_00,"And to make it clear, this dude isn't going to just work for the company and hack into",0.0,ang,1.0
1444.84,1449.56,SPEAKER_00,"it, he might just straight up work for the company and actually give me that money.",0.0,ang,1.0
1449.56,1455.36,SPEAKER_00,"Because as the FBI says, although DPRK IT workers normally engage in normal IT work distinct",0.0,ang,1.0
1455.36,1458.52,SPEAKER_00,"from malicious cyber activity, so they just work for the company normally.",0.0,neu,0.9997
1458.52,1463.44,SPEAKER_00,"They will do that, but in some cases they will use their privileged access gained as contractors",0.0,ang,1.0
1463.44,1468.08,SPEAKER_00,"to enable the DPRK's malicious cyber intrusion, so they will put in backdoors depending on",0.0,ang,1.0
1468.08,1469.08,SPEAKER_00,what the goal is.,0.0,hap,0.9437
1469.08,1473.36,SPEAKER_00,The unfortunate thing is that there are likely instances where the workers are subjected,0.0,neu,1.0
1473.36,1474.76,SPEAKER_00,to forced labor.,0.0,ang,0.9997
1474.76,1483.84,SPEAKER_00,But it's pretty clear that if the workers are trying to hide their identities by subcontracting,0.0,hap,0.7985
1483.84,1488.32,SPEAKER_00,"work, they're trying to recruit people to work with North Korean spies.",0.0,ang,1.0
1488.32,1493.64,SPEAKER_00,"Which then brings me to the case with Kusuke, because if I just ask him straight up,",0.0,neu,0.608
1493.64,1496.52,SPEAKER_00,"hey are you in North Korean, he's going to say no I'm Japanese.",0.0,neu,1.0
1496.52,1502.48,SPEAKER_00,"But I don't know, it's kind of tough to tell when he has a Korean sounding accent.",0.0,neu,1.0
1502.48,1505.92,SPEAKER_00,So how do I know if this guy is from North Korea or not?,0.0,neu,1.0
1505.92,1508.2,SPEAKER_00,Am I actually talking to a fucking North Korean spy?,0.0,ang,0.9977
1508.2,1510.8,SPEAKER_00,And then a ring dinger of an idea hit me.,0.0,ang,1.0
1510.8,1514.76,SPEAKER_00,"I hit up Kusuke, good morning Kusuke, how are you doing?",0.0,ang,1.0
1514.76,1519.56,SPEAKER_00,"I'm ready to work, ladies and gentlemen, I got in a call with our good little Kusuke.",0.0,ang,1.0
1519.56,1522.2,SPEAKER_00,"Oh there we go, I see you again, okay.",0.159,neu,1.0
1522.2,1523.2,SPEAKER_00,Access.,0.53,neu,0.9973
1523.2,1524.2,SPEAKER_00,There we go.,0.0,neu,1.0
1524.2,1525.2,SPEAKER_00,Alright.,0.9,hap,1.0
1525.2,1529.76,SPEAKER_01,What is this background?,0.035,hap,1.0
1529.76,1531.96,SPEAKER_00,That is one nervous chuckle.,0.0,neu,1.0
1531.96,1536.32,SPEAKER_00,"If this guy is North Korean and I say something bad about North Korea, he would instantly",0.0,ang,1.0
1536.32,1538.64,SPEAKER_00,freeze up and leave before he gets in trouble.,0.0,ang,1.0
1538.64,1541.04,SPEAKER_00,"So I do what had to be done, folks.",0.0,ang,1.0
1541.04,1543.16,SPEAKER_00,I think that one should work.,0.0,neu,1.0
1543.16,1545.16,SPEAKER_00,What do you think?,0.0,neu,1.0
1545.16,1550.16,SPEAKER_01,Just a second.,0.0,neu,1.0
1550.16,1556.24,SPEAKER_01,"I will call you up to two minutes, okay?",0.002,neu,1.0
1556.24,1557.24,SPEAKER_00,"Oh, okay.",0.0,hap,1.0
1557.24,1558.56,SPEAKER_00,He blocked me.,0.0,hap,1.0
1558.56,1561.92,SPEAKER_00,"And that made me think, if this dude is a North Korean spy, there's",0.0,ang,1.0
1561.92,1563.56,SPEAKER_00,"gotta be more spies, right?",0.0,neu,0.9486
1563.56,1566.96,SPEAKER_00,Well you know Mr. Weed that wanted a senior full stack developer.,0.0,ang,1.0
1566.96,1570.16,SPEAKER_00,"You know the guy I wrote, naughty fan fiction about minions too.",0.0,neu,1.0
1570.16,1573.84,SPEAKER_00,"I decided to contact him again today, you know, I was on a roll.",0.0,ang,1.0
1573.84,1577.0,SPEAKER_00,"Just trying to prove whether or not these people are actually North Korean, because one",0.0,ang,1.0
1577.0,1580.84,SPEAKER_00,"might be a mistake, but two people might have something going for us.",0.0,ang,0.6355
1580.84,1582.36,SPEAKER_00,"High weed, how are you doing today?",0.0,ang,0.9465
1582.36,1583.36,SPEAKER_00,I'm good.,0.0,ang,1.0
1583.36,1584.36,SPEAKER_00,Thank you for asking how about you.,0.0,neu,1.0
1584.36,1585.36,SPEAKER_00,"I'm good, thank you, thank you.",0.0,neu,1.0
1585.36,1588.28,SPEAKER_00,"Here's the thing man, I need some hope with some translation.",0.0,neu,1.0
1588.28,1589.6,SPEAKER_00,What languages do you speak?,0.0,ang,1.0
1589.6,1590.6,SPEAKER_00,Finish.,0.0,hap,1.0
1590.6,1592.52,SPEAKER_00,I just hope for some help in Korean.,0.0,ang,1.0
1592.52,1594.52,SPEAKER_00,Any other languages or just finish?,0.0,ang,1.0
1594.52,1595.52,SPEAKER_00,English.,0.0,ang,1.0
1595.52,1597.08,SPEAKER_00,Now you can see we're having a pretty all right conversation.,0.0,ang,1.0
1597.08,1598.76,SPEAKER_00,He's responding to me within a minute.,0.0,ang,1.0
1598.76,1599.76,SPEAKER_00,"1019, 1019, 1020.",0.0,ang,1.0
1599.76,1602.28,SPEAKER_00,"I don't know, stick drifter, something.",0.0,ang,1.0
1602.28,1605.56,SPEAKER_00,I accidentally send him in Korean that Kim Jong-un is fat.,0.0,ang,1.0
1605.56,1606.92,SPEAKER_00,"I say, whoops my bad.",0.0,neu,0.9928
1606.92,1608.52,SPEAKER_00,Are you fluent in finish?,0.0,neu,1.0
1608.52,1610.72,SPEAKER_00,"Are you a native speaker, you know, a couple minutes later?",0.0,neu,1.0
1610.72,1612.4,SPEAKER_00,Are we gonna move forward with the job?,0.0,neu,1.0
1612.4,1613.4,SPEAKER_00,Are you there?,0.0,hap,0.9995
1613.4,1617.52,SPEAKER_00,"But Howard, again, had to deal with me this morning being excited to talk to all my new",0.0,ang,1.0
1617.52,1618.52,SPEAKER_00,friends.,0.0,neu,0.9997
1618.52,1620.84,SPEAKER_00,"Howard, someone else was sending messages through my account.",0.0,neu,1.0
1620.84,1621.84,SPEAKER_00,How are you doing today?,0.0,ang,1.0
1621.84,1622.84,SPEAKER_00,How I'm doing good?,0.0,ang,0.9979
1622.84,1623.84,SPEAKER_00,What about you?,0.0,neu,1.0
1623.84,1625.84,SPEAKER_00,"Then he asked for my ID card and I'm like, nah, nah, nah, nah, nah.",0.0,neu,1.0
1625.84,1627.36,SPEAKER_00,I need some help first.,0.0,neu,0.9835
1627.36,1629.92,SPEAKER_00,I need help with some translating something I was sent.,0.0,ang,1.0
1629.92,1633.36,SPEAKER_00,"And well, I did what I had to do again, folks.",0.0,hap,1.0
1633.36,1634.72,SPEAKER_00,So Howard is typing.,0.0,neu,1.0
1634.72,1640.56,SPEAKER_00,I send in my reverse curse technique of Kim Jong-un is fat.,0.0,neu,1.0
1640.56,1642.32,SPEAKER_00,You want me to do interview?,0.0,hap,1.0
1642.32,1643.8,SPEAKER_00,Okay.,0.0,neu,1.0
1643.8,1645.6,SPEAKER_00,What do you need?,0.0,ang,1.0
1646.44,1647.44,SPEAKER_00,Eh.,0.0,hap,0.974
1647.44,1652.8,SPEAKER_00,I think I stumbled across something that's gonna require a lot of explaining to men in,0.0,hap,1.0
1652.8,1655.32,SPEAKER_00,black suits that show up randomly at my door.,0.0,ang,0.9626
1655.32,1658.96,SPEAKER_00,But the crazy thing about this whole entire thing is specifically with Kusuke.,0.0,ang,1.0
1658.96,1660.92,SPEAKER_00,He promised me a lot of money.,0.0,ang,1.0
1660.92,1665.68,SPEAKER_00,And the crazy thing is that if I was either desperate for money or not skeptical about,0.0,ang,1.0
1665.68,1671.04,SPEAKER_00,"this whole thing, I wouldn't have any idea whatsoever that I was funding North Korea",0.0,ang,1.0
1671.04,1675.16,SPEAKER_00,by working with this dude or putting some tech company at risk of espionage.,0.0,ang,1.0
1675.16,1679.72,SPEAKER_00,"And I know some of you guys are some big hustle boy-os, you know, you and you take grind",0.0,neu,1.0
1679.72,1680.72,SPEAKER_00,set.,0.0,neu,1.0
1680.72,1682.0,SPEAKER_00,You want to make gazillions of dollars a minute.,0.0,neu,1.0
1682.0,1684.52,SPEAKER_00,"Note text to speech, you just gave me a new business idea.",0.0,ang,1.0
1684.52,1686.2,SPEAKER_00,Why don't I work with the North Koreans?,0.0,ang,1.0
1686.2,1687.2,SPEAKER_00,Don't.,0.0,ang,0.7556
1687.2,1690.8,SPEAKER_00,"Because as I was researching, I found this article by ours Technica.",0.0,neu,0.9714
1690.8,1696.24,SPEAKER_00,Arizona woman accused of helping North Koreans get remote IT jobs at 300 companies.,0.0,ang,1.0
1696.24,1702.24,SPEAKER_00,"Good old Christina Mary Chapman, 49, living in Arizona allegedly raised $6.8 million.",0.0,ang,1.0
1702.24,1706.4,SPEAKER_00,And she allegedly funneled the money into North Koreans munitions industry department.,0.0,ang,1.0
1706.4,1709.44,SPEAKER_00,You know how I was controlling the money from Kusuke?,0.0,neu,1.0
1709.44,1711.28,SPEAKER_00,I'm sending the money to someone.,0.0,ang,1.0
1711.28,1713.2,SPEAKER_00,And you want to know how America's going to look at it?,0.0,neu,0.9996
1713.2,1716.52,SPEAKER_00,They're going to say that I was funneling money into North Korea.,0.0,ang,1.0
1716.52,1719.8,SPEAKER_00,You can see how this is extremely f***ing dangerous.,0.0,ang,1.0
1719.8,1724.16,SPEAKER_00,"In the indictment on this lady, prosecutors wrote, the conspiracy perpetrated a staggering",0.0,ang,1.0
1724.16,1728.72,SPEAKER_00,fraud on a multitude of industries at the expense of generally unknowing US companies and,0.0,ang,1.0
1728.72,1729.72,SPEAKER_00,persons.,0.0,ang,1.0
1729.72,1734.92,SPEAKER_00,"It impacted more than 300 US companies, compromised more than 60 identities of US persons, calls",0.0,ang,1.0
1734.92,1739.08,SPEAKER_00,false information to be conveyed to DHS on more than 100 occasions.,0.0,ang,1.0
1739.08,1742.32,SPEAKER_00,"I gotta breathe, there's so much stuff that she did wrong.",0.052,hap,1.0
1742.32,1747.08,SPEAKER_00,"Created false tax liabilities for more than 35 US persons, and resulted in at least $6.8",0.0,ang,1.0
1747.08,1750.48,SPEAKER_00,million of revenue to be generated for the overseas IT workers.,0.0,ang,1.0
1750.48,1755.2,SPEAKER_00,"The overseas IT workers worked at Blue Chip US companies, including a top five national",0.0,ang,1.0
1755.2,1759.36,SPEAKER_00,"television network and media company, a premier Silicon Valley technology company, an",0.0,ang,1.0
1759.36,1763.32,SPEAKER_00,"aerospace and defense manufacturer, that's probably Lockheed Martin, an iconic American",0.0,ang,0.9267
1763.32,1767.72,SPEAKER_00,"car manufacturer, probably Ford, a high end retail chain, and one of the most recognizable",0.0,ang,1.0
1767.72,1772.28,SPEAKER_00,"media and entertainment companies in the world, all of which for Fortune 500 companies.",0.0,ang,1.0
1772.28,1776.6,SPEAKER_00,It turns out what happened is that Chapman operated a laptop farm at one of her houses that,0.0,ang,1.0
